pl_name,hostname,pl_rade,pl_orbsmax,st_teff,st_lum,teq_recalc,st_lum_linear
HD 24040 b,HD 24040,12.9,4.92,5802.0,0.27569,146.887467956547,1.886644179131182
HD 11964 c,HD 11964,5.38,0.229,5303.0,0.45905,756.640449628724,2.877729706540811
CoRoT-6 b,CoRoT-6,13.068,0.0855,6090.0,0.02573,964.9265107935884,1.0610357083552306
WASP-31 b,WASP-31,17.363,0.04659,6302.0,0.33572,1562.530274530458,2.166306984762206
HD 108236 f,HD 108236,2.017,0.1758,5660.0,-0.14997,608.1950211211268,0.7079946892355253
Kepler-59 c,Kepler-59,1.98,0.13114,6074.0,0.32374,924.93711393429,2.1073661508391983
Kepler-58 c,Kepler-58,2.86,0.12307,5843.0,-0.00422,790.5215174395695,0.9903301475304082
HD 154857 c,HD 154857,13.2,5.36,5605.0,0.66269,175.8469747111252,4.59928159029843
KOI-217 b,KOI-217,12.442,0.0477,5545.0,-0.16872,1155.0628245334447,0.6780785401036363
Kepler-51 c,Kepler-51,9.0,0.384,6018.0,-0.1417,413.47969165494857,0.7216057746678526
BD-210397 c,BD-210397,12.9,5.9,4051.0,-0.86967,69.37472747556698,0.13499882857222514
Kepler-62 c,Kepler-62,0.54,0.0929,4925.0,-0.678,617.357799029075,0.2098939883623524
Kepler-62 b,Kepler-62,1.31,0.0553,4925.0,-0.678,800.1699364361541,0.2098939883623524
FU Tau b,FU Tau,12.2,800.0,2838.0,-0.69897,6.572904198978127,0.20000000199681048
GJ 667 C b,GJ 667 C,2.25,0.050431,3350.0,-1.863,423.59029954956975,0.013708817661648536
HD 168443 c,HD 168443,12.2,2.842,5491.0,0.38246,205.5170034823255,2.4124593266435093
Kepler-59 b,Kepler-59,1.1,0.09943,6074.0,0.32374,1062.2361474923093,2.1073661508391983
Kepler-53 b,Kepler-53,2.89,0.1361,5858.0,0.03558,769.1494490991382,1.085375464768589
HD 82943 c,HD 82943,13.4,0.74345,5935.0,0.19405,360.5217022877981,1.5633276170239183
HD 82943 b,HD 82943,13.5,1.18306,5935.0,0.19405,285.79452881365,1.5633276170239183
Kepler-69 b,Kepler-69,2.24,0.094,5638.0,-0.097,857.4935640591915,0.7998342550070284
HIP 5158 c,HIP 5158,12.2,7.7,4813.0,-0.5608,72.54365504669589,0.2749159896551039
Kepler-37 e,Kepler-37,0.37,0.25,5288.0,-0.32187,461.96310485892974,0.47657362112759644
Kepler-65 d,Kepler-65,1.52,0.084,6211.0,0.4674,1255.3220370505073,2.9335939412141245
Kepler-52 c,Kepler-52,1.84,0.10379,4075.0,-0.99568,486.45989299707765,0.10099968051211049
Kepler-55 b,Kepler-55,2.43,0.1593,4362.0,-0.76324,448.87653990570374,0.17248844222031817
Kepler-413 b,Kepler-413,4.347,0.3553,4700.0,-0.42994,364.1348051691802,0.3715865621318538
WASP-14 b,WASP-14,15.46842,0.037,6475.0,0.42732,1848.306257717677,2.6749766783555713
HAT-P-2 b,HAT-P-2,10.659759,0.06814,6380.0,0.53,1444.9197633147232,3.3884415613920256
HAT-P-42 b,HAT-P-42,14.348,0.0575,5743.0,0.356,1423.0195727406785,2.269864851883822
WASP-59 b,WASP-59,8.687,0.0697,4650.0,-0.79407,666.669991492323,0.16066822655571453
HAT-P-39 b,HAT-P-39,17.609,0.0509,6430.0,0.607,1747.5753278859643,4.045758916974426
alf Ari b,alf Ari,13.4,1.2,4553.0,1.934,772.5990555156969,85.90135215053957
KOI-55 b,KOI-55,0.759,0.006,27730.0,1.36,7851.798950459567,22.908676527677734
GJ 536 b,GJ 536,2.41,0.0668,3641.0,-1.35291,493.66127969188466,0.04437005836561178
HAT-P-7 b,HAT-P-7,16.92559,0.03809,6389.0,0.8142,2276.0893651825986,6.519285491340651
WTS-2 b,WTS-2,15.277867,0.01855,5000.0,-0.28812,1729.1904922155902,0.5150863013125319
WASP-100 b,WASP-100,14.90797,0.04574,6900.0,0.76571,2019.8737062322887,5.830556390409504
KELT-6 c,KELT-6,13.0,2.39,6272.0,0.493,238.83383126082876,3.1117163371060177
KOI-55 c,KOI-55,0.867,0.0076,27730.0,1.36,6976.506445042116,22.908676527677734
Ross 458 c,Ross 458,14.01125,1100.0,3965.42,-1.29769,3.9712383458437124,0.050386013651712754
Kepler-38 b,Kepler-38,4.3,0.4632,5623.0,0.49161,542.0795459650291,3.1017729196162973
Kepler-30 d,Kepler-30,8.8,0.5,5498.0,-0.23658,343.0953197297084,0.5799893247001059
ROXs 42 B b,ROXs 42 B,12.5,157.0,3433.0,-0.79156,14.067112792307466,0.16159949527304787
HD 217107 c,HD 217107,12.9,5.32,5575.0,0.09754,127.48937139380855,1.2518145641044736
HD 27894 b,HD 27894,14.1,0.125,4875.0,-0.449,607.2112222287108,0.35563131856898533
Kepler-50 c,Kepler-50,2.17,0.087,6225.0,0.53582,1283.0399216418148,3.4341558455055337
HD 233604 b,HD 233604,12.7,0.747,4791.0,1.75,880.8145803481053,56.23413251903491
Kepler-63 b,Kepler-63,6.11,0.08,5576.0,-0.157,897.9451362490411,0.6966265141107687
Kepler-77 b,Kepler-77,10.761,0.04501,5520.0,-0.046,1276.1163982710038,0.8994975815300352
HAT-P-44 c,HAT-P-44,13.0,1.752,5295.0,-0.194,187.83553017189305,0.6397348354826481
HATS-5 b,HATS-5,10.223,0.0542,5304.0,-0.268,1023.3993873492574,0.5395106225151276
WTS-1 b,WTS-1,16.7,0.047,6250.0,0.08842,1349.2762219956235,1.225801080975932
HD 11506 d,HD 11506,12.3,18.2,6123.0,0.33685,79.10821804831083,2.1719508840406316
CoRoT-26 b,CoRoT-26,14.12,0.0526,5590.0,0.451,1571.454908508893,2.8248799749157074
CoRoT-25 b,CoRoT-25,12.11,0.0578,6040.0,0.14101,1254.1034907963572,1.3835982371317541
Kepler-186 b,Kepler-186,1.07,0.0343,3788.0,-1.385,676.3130006842728,0.04120975190973302
91 Aqr b,91 Aqr,13.1,0.7,4665.0,1.69239,880.2241421627464,49.248158966680236
GJ 163 b,GJ 163,3.25,0.0607,3500.0,-1.708,422.1341140873128,0.0195884467350599
Kepler-27 c,Kepler-27,4.9,0.191,5400.0,-0.32941,526.2300109265346,0.4683710030851833
Kepler-27 b,Kepler-27,4.0,0.118,5400.0,-0.32941,669.5010959368158,0.4683710030851833
HD 215497 c,HD 215497,13.0,1.31,5113.0,-0.41,191.82674081756574,0.3890451449942806
Kepler-186 d,Kepler-186,1.4,0.0781,3788.0,-1.385,448.1973443972619,0.04120975190973302
Kepler-11 d,Kepler-11,3.12,0.155,5663.0,0.1202,756.7090827746113,1.3188639580261134
Kepler-11 b,Kepler-11,1.8,0.091,5663.0,0.1202,987.5841239605758,1.3188639580261134
Kepler-31 c,Kepler-31,5.3,0.26,6340.0,0.30134,648.474826949538,2.0014281323736793
Kepler-32 c,Kepler-32,2.0,0.09,3900.0,-1.29243,440.3682924443042,0.05099997932049955
Kepler-1735 b,Kepler-1735,1.19429134,0.0621,3975.0,-1.19302,561.3632732194378,0.06411800484728263
HD 66141 b,HD 66141,12.8,1.2,4323.0,2.24,921.412655394754,173.78008287493762
HD 208527 b,HD 208527,12.5,2.1,4035.0,2.86322,997.1032884230792,729.8271242217007
GU Psc b,GU Psc,14.179,2000.0,4031.81,-1.60189,2.4720502702876095,0.025009787402807796
GJ 163 c,GJ 163,2.5,0.1254,3500.0,-1.708,293.69464477273596,0.0195884467350599
GJ 163 d,GJ 163,5.92,1.0304,3500.0,-1.708,102.45705557624932,0.0195884467350599
Kepler-32 d,Kepler-32,2.7,0.13,3900.0,-1.29243,366.4085673453369,0.05099997932049955
Kepler-31 d,Kepler-31,3.9,0.4,6340.0,0.30134,522.8171198150475,2.0014281323736793
HAT-P-45 b,HAT-P-45,15.984,0.0452,6330.0,0.4,1646.1733951923295,2.51188643150958
HAT-P-44 b,HAT-P-44,13.922,0.0507,5295.0,-0.194,1104.1823892800128,0.6397348354826481
HAT-P-27 b,HAT-P-27,11.43,0.04,5316.0,-0.26926,1190.4188638361757,0.5379476318431439
HIP 63242 b,HIP 63242,12.5,0.565,4830.0,1.63,945.1931640460696,42.65795188015925
Kepler-31 b,Kepler-31,5.5,0.16,6340.0,0.30134,826.6464491723498,2.0014281323736793
Kepler-32 f,Kepler-32,0.82,0.013,3900.0,-1.29243,1158.6856270104602,0.05099997932049955
HD 66428 c,HD 66428,13.5,9.408,5716.0,0.09579,95.77312129988258,1.246780496643243
Kepler-424 c,Kepler-424,12.7,0.73,5460.0,-0.15,298.45809721011744,0.7079457843841379
HD 190984 b,HD 190984,13.0,5.5,5988.0,0.43,151.83204837879447,2.6915348039269156
Kepler-134 c,Kepler-134,1.26,0.092,5983.0,0.06051,949.0265932900045,1.149502711393186
Kepler-210 b,Kepler-210,2.94,0.032,4559.0,-0.79874,981.2616066770264,0.15894980519851154
Kepler-422 b,Kepler-422,12.89,0.082,5972.0,0.24,1114.6483300968623,1.7378008287493754
Kepler-426 b,Kepler-426,12.22,0.0414,5725.0,-0.089,1298.0595759106009,0.8147042840208396
Kepler-16 b,Kepler-16,8.4493,0.7048,4450.0,-0.90301,196.906180594941,0.12502302422711015
KOI-94 d,KOI-94,11.27,0.1684,6182.0,0.479,892.5319105779821,3.013006024186121
KOI-94 b,KOI-94,1.71,0.05119,6182.0,0.479,1618.8336792112298,3.013006024186121
Kepler-35 b,Kepler-35,8.16,0.60347,5606.0,-0.027,352.34405921499166,0.9397233105646379
HD 103774 b,HD 103774,13.3,0.07,6489.0,0.544,1437.1290753047028,3.499451670283573
HD 109271 b,HD 109271,4.31,0.079,5783.0,0.301,1176.2002036827378,1.9998618696327441
Kepler-415 c,Kepler-415,2.01,0.0695,4362.0,-0.80504,663.4258562318767,0.15666067736470102
HD 50554 b,HD 50554,12.8,2.353,5987.0,0.143,196.78130317099857,1.3899526312133532
Kepler-428 b,Kepler-428,12.11,0.0433,5150.0,-0.39,1067.3352376946616,0.40738027780411273
Kepler-425 b,Kepler-425,10.962,0.0464,5170.0,-0.323,1071.607650861119,0.4753352259428053
WASP-70 A b,WASP-70 A,13.047,0.04853,5763.0,0.1624,1385.60566495478,1.4534496779183146
KOI-94 e,KOI-94,6.56,0.3046,6182.0,0.479,663.635861595047,3.013006024186121
Kepler-396 c,Kepler-396,5.3,0.38946,5656.0,-0.13461,412.2501915987146,0.7334829111389334
HD 183263 b,HD 183263,13.1,1.46,5948.0,0.25025,265.7240530351954,1.7793033646436567
HD 166724 b,HD 166724,13.0,5.42,5127.0,-0.509,89.08306533938483,0.309741929921658
Kepler-122 f,Kepler-122,1.75,0.28575,5917.0,0.26993,607.4830662752775,1.8617870278636373
Kepler-96 b,Kepler-96,2.67,0.1261,5690.0,-0.05231,759.6433715151072,0.8865229848080652
KOI-13 b,KOI-13,16.948008,0.03641,7650.0,0.971,2547.9121890764213,9.35405674147552
Kepler-17 b,Kepler-17,14.68,0.02591,5781.0,0.01164,1738.6857287769164,1.0271644970160336
TOI-7510 d,TOI-7510,10.52,0.2672,5720.0,0.01115,541.2701397353728,1.026006235060247
CoRoT-23 b,CoRoT-23,11.77,0.048,5900.0,0.08678,1333.8874216134277,1.2211808914120448
BD+20 274 b,BD+20 274,13.0,1.3,4296.0,1.96,753.4824127296722,91.20108393559097
HD 219415 b,HD 219415,13.8,3.2,4820.0,0.62,222.05972965893653,4.168693834703354
HD 150706 b,HD 150706,13.3,6.7,5961.0,0.03175,109.38175684823544,1.0758457287605119
Kepler-414 c,Kepler-414,3.01,0.07195,5536.0,-0.16917,940.2360459652986,0.6773763038899137
HD 3167 e,HD 3167,2.83,0.3885,5261.0,-0.27003,381.80515197558395,0.5369947008092392
Kepler-42 c,Kepler-42,0.73,0.006,3068.0,-2.62,794.2718497264333,0.00239883291901949
Kepler-33 c,Kepler-33,3.2,0.1189,5904.0,0.556,1110.334587715293,3.5974933515574232
Kepler-641 b,Kepler-641,1.85,0.0895,5713.0,0.39002,1163.1568382343546,2.4548219618111315
Kepler-410 A b,Kepler-410 A,2.838,0.1226,6273.0,0.435,1019.8811402215996,2.7227013080779123
Kepler-314 c,Kepler-314,2.9,0.064,5378.0,-0.22569,965.0111002208987,0.5947165166134633
HD 168863 b,HD 168863,12.7,10.961,4905.0,-0.50098,62.93245979694503,0.3155149920052463
HD 89839 b,HD 89839,12.9,4.761,6314.0,0.37479,158.08592516058795,2.3702273220004537
Kepler-415 b,Kepler-415,1.21,0.0426,4362.0,-0.80504,847.3834864835735,0.15666067736470102
Kepler-338 e,Kepler-338,1.56,0.08979,5999.0,0.5857,1299.7379811284743,3.8521217059810273
Kepler-33 e,Kepler-33,4.02,0.2138,5904.0,0.556,828.0202261567122,3.5974933515574232
Kepler-33 b,Kepler-33,1.74,0.0677,5904.0,0.556,1471.466779018818,3.5974933515574232
Kepler-46 c,Kepler-46,13.5,0.2799,5155.0,-0.255,453.72566588737436,0.5559042572704036
Kepler-318 b,Kepler-318,4.71,0.056,5746.0,0.00394,1177.4318579745536,1.009113462268929
Kepler-314 b,Kepler-314,0.83,0.035,5378.0,-0.22569,1304.933179539103,0.5947165166134633
Kepler-46 b,Kepler-46,9.057,0.1968,5155.0,-0.255,541.1058745086958,0.5559042572704036
USco CTIO 108 b,USco CTIO 108,12.3,670.0,2700.0,-1.95,3.4954846117719596,0.011220184543019636
Kepler-130 c,Kepler-130,2.9,0.178,5879.0,0.155,720.4183971526533,1.428893958511103
Kepler-418 b,Kepler-418,13.45,0.39249,5820.0,0.11114,473.05920528524274,1.2916355806258608
Kepler-33 f,Kepler-33,4.46,0.2535,5904.0,0.556,760.4239978255312,3.5974933515574232
Kepler-33 d,Kepler-33,5.35,0.1662,5904.0,0.556,939.1377244860528,3.5974933515574232
HD 155358 c,HD 155358,13.9,1.02,5900.0,0.29949,327.05230178944123,1.99292061694336
Kepler-52 b,Kepler-52,2.1,0.0637,4075.0,-0.99568,620.9477814430832,0.10099968051211049
Kepler-58 b,Kepler-58,2.78,0.09291,5843.0,-0.00422,909.8264659629842,0.9903301475304082
HD 183263 c,HD 183263,12.5,5.585,5948.0,0.25025,135.86128164778674,1.7793033646436567
HD 187123 b,HD 187123,14.2,0.0426,5790.0,0.12713,1449.1805493176848,1.3400777609949184
V0391 Peg b,V0391 Peg,13.1,1.7,29300.0,1.43287,486.4495827660354,27.093804952075327
Kepler-62 e,Kepler-62,1.61,0.427,4925.0,-0.678,287.9591337323294,0.2098939883623524
HD 197037 b,HD 197037,13.9,2.07,6150.0,0.23857,221.66755100164588,1.7320881878829852
Kepler-269 b,Kepler-269,2.47,0.061,5847.0,0.36836,1391.457283474355,2.335393139062171
Kepler-300 c,Kepler-300,2.25,0.232,5986.0,0.33994,701.917068829435,2.187459394389172
Kepler-149 d,Kepler-149,3.96,0.571,5381.0,-0.11929,343.48220467247535,0.7598187387874421
Kepler-124 d,Kepler-124,1.11,0.17,4984.0,-0.46737,515.2023499037979,0.3409023538972817
Kepler-276 d,Kepler-276,2.8,0.24666,5693.0,-0.08948,531.6495276214295,0.8138043369905582
Kepler-114 c,Kepler-114,1.6,0.06482,4660.0,-0.6853,735.9787626870557,0.20639539343992255
Kepler-297 b,Kepler-297,2.87,0.217,5619.0,-0.09608,564.6702782488744,0.8015304024315224
WASP-83 b,WASP-83,11.65736,0.059,5510.0,-0.04966,1112.2535231833324,0.8919489529108756
WASP-89 b,WASP-89,11.65736,0.0427,5130.0,-0.34333,1104.0744465911769,0.45359681872881025
Kepler-402 c,Kepler-402,1.56,0.068,6090.0,0.2035,1198.5753440635185,1.5977175290586403
Kepler-157 b,Kepler-157,1.32,0.028,5774.0,0.09117,1750.8876533864102,1.2335876136095973
HATS-6 b,HATS-6,11.186582,0.03623,3724.0,-1.09983,775.4488011675103,0.07946392270075145
Kepler-450 c,Kepler-450,2.62,0.13351,6197.21,0.55403,1046.635347743639,3.5812117438255937
Kepler-81 c,Kepler-81,2.37,0.08347,4385.0,-0.88941,576.6696420071781,0.12900008605085006
Kepler-412 b,Kepler-412,15.031269,0.02897,5750.0,0.26854,1906.36277165947,1.8558377305339806
Kepler-92 b,Kepler-92,3.51,0.12232,5883.0,0.55818,1096.07698756889,3.615596855388578
Kepler-288 c,Kepler-288,2.85,0.14,5918.0,0.05605,767.3496123897654,1.1377582675446862
Kepler-295 b,Kepler-295,1.22,0.099,5603.0,0.62949,1269.4035210529528,4.260788726412303
Kepler-178 d,Kepler-178,3.95,0.397,5676.0,-0.20778,391.4754594944534,0.6197549440409705
Kepler-44 b,Kepler-44,12.22,0.0446,5800.0,0.34743,1607.8105222647562,2.225512305680671
Kepler-41 b,Kepler-41,14.46,0.03101,5750.0,0.26161,1835.2549867098633,1.8264593040698378
Kepler-450 d,Kepler-450,0.837,0.0827,6197.21,0.55403,1329.8404570761293,3.5812117438255937
POTS-1 b,POTS-1,10.548,0.03734,4400.0,-1.0869,769.5425517964205,0.08186532683155698
Kepler-350 d,Kepler-350,2.8,0.1786,6492.3,0.42842,841.8002853779622,2.6817605635550223
Kepler-238 f,Kepler-238,2.0,0.28635,5800.0,0.43048,665.6044275611608,2.6945112426648197
Kepler-287 c,Kepler-287,3.26,0.246,5806.0,-0.13438,518.7788264267292,0.7338714625851658
Kepler-285 b,Kepler-285,1.34,0.036,5411.0,-0.27923,1247.6306792864134,0.5257387642550879
Kepler-181 b,Kepler-181,1.27,0.04,5333.0,-0.37878,1117.6859722288716,0.4180420800599918
Kepler-1398 c,Kepler-1398,1.03,0.05087,6126.0,0.31211,1475.1678104628688,2.051681771925381
RR Cae b,RR Cae,13.0,5.3,3904.0,-2.10762,35.89234727658382,0.007805127466982768
WASP-24 b,WASP-24,15.46842,0.03651,6075.0,0.33131,1760.623034276067,2.144420745430406
WASP-21 b,WASP-21,11.99,0.052,5800.0,0.30426,1452.4731874802364,2.0149301713763426
LHS 3844 b,LHS 3844,1.303,0.00622,3036.0,-2.56543,804.9929994346138,0.002720006864076945
TOI-237 b,TOI-237,1.44,0.0341,3212.0,-2.38722,380.94528832282987,0.004099963590417645
K2-237 b,K2-237,16.06246934,0.03552,6180.0,0.3032,1756.3388879702047,2.0100182471136936
Kepler-284 b,Kepler-284,2.24,0.104,5615.0,-0.34097,708.411538451393,0.45606841895349454
Kepler-654 b,Kepler-654,2.07,0.11664,5865.0,0.4622,1062.1137725731264,2.8986781710077643
Kepler-199 c,Kepler-199,3.25,0.316,5644.0,-0.09685,467.7230301581633,0.800110555684585
Kepler-214 b,Kepler-214,2.61,0.13,6169.0,0.5108,1034.6015382028731,3.2419028782278736
Kepler-87 b,Kepler-87,13.49,0.481,5600.0,0.32604,483.5955075307155,2.1185562525047095
Kepler-75 b,Kepler-75,11.77,0.0818,5200.0,-0.21487,858.9159034299237,0.6097193809252984
Kepler-74 b,Kepler-74,10.76,0.0781,6000.0,0.3321,1204.3266006774177,2.148325087315997
Kepler-145 c,Kepler-145,4.32,0.26244,6022.0,0.69164,808.0528779384825,4.916318380373205
Kepler-328 b,Kepler-328,2.3,0.2199,6064.0,0.44013,763.7736675742186,2.7550532667169376
Kepler-115 c,Kepler-115,2.6,0.087,5979.0,0.22007,1069.8001873338328,1.6598544228013241
Kepler-341 c,Kepler-341,1.7,0.08,6012.0,0.12721,1057.5533917143623,1.3403246351782465
Kepler-225 b,Kepler-225,1.2,0.056,3682.0,-0.99568,662.2634426947945,0.10099968051211049
Kepler-871 b,Kepler-871,3.74,0.1572,5993.0,0.30895,837.6373324528282,2.036807568069341
Kepler-56 c,Kepler-56,9.8,0.1652,4840.0,0.90455,1151.2702294081946,8.026939691114547
XO-5 b,XO-5,12.78,0.0515,5430.0,-0.06,1183.4262039723642,0.8709635899560807
Kepler-447 b,Kepler-447,18.49,0.0769,5493.0,-0.19007,898.5952654090382,0.6455501702548174
Kepler-216 b,Kepler-216,2.35,0.079,6091.0,0.51836,1332.9726857376388,3.298830490379706
Kepler-259 c,Kepler-259,2.7,0.217,5938.0,-0.15271,546.5594768677497,0.7035419529795448
Kepler-293 b,Kepler-293,3.07,0.144,5804.0,-0.23265,640.7683466512499,0.5852615592265732
Kepler-291 b,Kepler-291,2.16,0.047,6002.0,0.07135,1336.0827808925442,1.1785553943268228
Kepler-242 c,Kepler-242,2.0,0.109,5020.0,-0.61267,591.7851281758487,0.24396639003750994
Kepler-240 b,Kepler-240,1.37,0.048,4985.0,-0.52355,938.7213106332857,0.29953667182381505
Kepler-56 b,Kepler-56,6.51,0.1028,4840.0,0.90455,1459.4382977950434,8.026939691114547
WASP-16 b,WASP-16,13.67498,0.0415,5700.0,0.01005,1372.5660342459485,1.0234108100222479
WASP-17 b,WASP-17,20.96083,0.0515,6550.0,0.61272,1743.0954987479029,4.099397198640799
WASP-18 b,WASP-18,13.89913607,0.02024,6432.0,0.42813,2500.184404504836,2.6799704165565594
HAT-P-54 b,HAT-P-54,10.581296,0.04117,4390.0,-0.9017,815.3223778737191,0.12540071132481292
TrES-5 b,TrES-5,13.383546,0.02459,5171.0,-0.34382,1454.4893028668632,0.45308532914761307
Kepler-148 c,Kepler-148,3.6,0.05,5272.0,-0.38342,997.0221201029815,0.41359949517344147
Kepler-179 b,Kepler-179,1.64,0.036,5302.0,-0.27765,1248.7659419232773,0.5276549297489377
Kepler-303 b,Kepler-303,0.89,0.024,3944.0,-1.0655,971.7715382311512,0.0860003066888856
Kepler-260 b,Kepler-260,2.01,0.075,5250.0,-0.09198,962.7624960996642,0.8091331602794692
Kepler-226 b,Kepler-226,1.55,0.047,5571.0,-0.23921,1117.3606350018842,0.5764876394985796
WASP-19 b,WASP-19,15.86070769,0.01652,5616.0,-0.04335,2109.6104808371524,0.9050029607131748
WASP-26 b,WASP-26,13.56289,0.04,6034.0,0.28725,1639.9375127577644,1.9375369789299095
WASP-29 b,WASP-29,8.63093,0.0457,4800.0,-0.52509,961.2009599982599,0.2984764014241351
WASP-33 b,WASP-33,17.855937,0.0239,7430.0,0.81944,2882.078764131174,6.598420674156369
HATS-14 b,HATS-14,11.646151,0.03815,5346.0,-0.17274,1288.5833776452596,0.6718309390104241
HD 95086 b,HD 95086,12.9,55.7,7595.0,0.82124,59.762285555466796,6.625825592012605
Kepler-165 c,Kepler-165,2.23,0.11,5211.0,-0.4723,638.6654950768701,0.3370543992934831
Kepler-197 d,Kepler-197,1.22,0.119,6004.0,0.22187,915.6696406143737,1.6667482200228836
Kepler-125 b,Kepler-125,2.37,0.041,3810.0,-1.3279,639.2604961950084,0.04700023181798009
Kepler-306 c,Kepler-306,2.35,0.067,4954.0,-0.4693,819.7518294593795,0.33939074877442926
KOI-351 e,KOI-351,2.66,0.42,6080.0,0.26853,500.6712466072683,1.8557949987830165
KOI-351 c,KOI-351,1.19,0.089,6080.0,0.26853,1087.632790886848,1.8557949987830165
Kepler-222 c,Kepler-222,4.64,0.091,5433.0,-0.33784,758.6895456601953,0.45936721880370024
Kepler-184 d,Kepler-184,2.49,0.179,5788.0,-0.22509,577.2258612842721,0.5955387156691003
Kepler-309 b,Kepler-309,1.56,0.059,4713.0,-0.574,822.4675840587907,0.266685866452148
Kepler-696 b,Kepler-696,6.14,0.0535,5903.0,0.15095,1311.0081903851917,1.4156307900570904
Kepler-11 f,Kepler-11,2.49,0.25,5663.0,0.1202,595.8333276103544,1.3188639580261134
Kepler-11 e,Kepler-11,4.19,0.195,5663.0,0.1202,674.6483930311574,1.3188639580261134
Kepler-11 g,Kepler-11,3.33,0.466,5663.0,0.1202,436.4171788769309,1.3188639580261134
Kepler-166 c,Kepler-166,2.38,0.195,5413.0,-0.38508,504.37957367966027,0.41202161492023126
Kepler-275 b,Kepler-275,2.34,0.098,6165.0,0.44934,1150.1825067277155,2.81410307024797
Kepler-1298 b,Kepler-1298,1.31,0.0814,6339.0,0.83982,1580.1109891906058,6.915442903901168
Kepler-11 c,Kepler-11,2.87,0.107,5663.0,0.1202,910.7578161870804,1.3188639580261134
WASP-57 b,WASP-57,11.76945,0.03769,5600.0,-0.00509,1427.7732046474348,0.9883482553966191
HAT-P-50 b,HAT-P-50,14.437192,0.0453,6280.0,0.60314,1848.3350320780617,4.009959626199752
HD 13908 b,HD 13908,13.9,0.154,6255.0,0.602,1001.8078617034104,3.9994474976109746
Kepler-108 b,Kepler-108,8.65,0.292,5854.0,0.707,772.864519387967,5.093308710571954
Kepler-264 b,Kepler-264,3.33,0.249,6158.0,0.68915,828.3857554838722,4.888211630382629
Kepler-279 b,Kepler-279,3.62,0.112,6363.0,0.5188,1119.7879366619184,3.3021743526707663
Kepler-286 c,Kepler-286,1.37,0.042,5580.0,-0.11623,1268.7108405217125,0.7651912584490091
GJ 667 C c,GJ 667 C,1.77,0.125,3350.0,-1.863,269.0542083874066,0.013708817661648536
HD 13908 c,HD 13908,12.8,2.03,6255.0,0.602,275.9286378193033,3.9994474976109746
HD 159243 b,HD 159243,13.7,0.11,6123.0,0.114,895.0523833419795,1.3001695780332903
Kepler-261 b,Kepler-261,2.18,0.088,5098.0,-0.471,714.5842830126513,0.3380648362059816
HIP 57274 c,HIP 57274,14.2,0.178,4640.0,0.19,735.0803183820766,1.5488166189124815
Kepler-292 d,Kepler-292,2.23,0.068,5299.0,-0.33691,878.1381387374771,0.46035196365825953
GJ 667 C f,GJ 667 C,1.45,0.156,3350.0,-1.863,240.84215068640881,0.013708817661648536
HD 73526 c,HD 73526,13.3,1.03,5601.0,0.33788,332.7332358450339,2.1771081320296264
HD 106906 b,HD 106906,12.4,650.0,6516.0,0.75,16.791446791028203,5.623413251903491
Kepler-119 b,Kepler-119,3.6,0.035,5595.0,-0.0366,1454.9925638493946,0.9191788016944913
HD 220074 b,HD 220074,12.2,1.6,3787.0,2.89354,1162.4380161083238,782.6002818970146
Kepler-297 c,Kepler-297,6.54,0.336,5619.0,-0.09608,453.79024654540507,0.8015304024315224
Kepler-343 b,Kepler-343,2.41,0.088,5807.0,0.2162,1061.3373790617406,1.6451291587709707
Kepler-282 d,Kepler-282,2.46,0.15837,5656.0,0.10587,742.464746715551,1.2760567818248958
Kepler-158 b,Kepler-158,2.12,0.111,4623.0,-0.75667,539.7787789157181,0.17511768203100708
Kepler-273 b,Kepler-273,1.5,0.037,5626.0,-0.34099,1187.6717703269762,0.4560474167102354
Kepler-677 b,Kepler-677,5.38,0.067,5723.0,0.38964,1344.0560947734812,2.452674975382724
Kepler-306 b,Kepler-306,1.52,0.05,4954.0,-0.4693,948.9313478585685,0.33939074877442926
Kepler-267 d,Kepler-267,2.27,0.154,4258.0,-1.22915,349.137851858115,0.058999726713977324
DP Leo b,DP Leo,12.7,8.19,13500.0,-2.4,24.40073144152961,0.003981071705534973
HAT-P-19 b,HAT-P-19,11.29865255,0.04599,4962.0,-0.48545,980.281013527231,0.3270016921283103
HAT-P-34 b,HAT-P-34,13.417173,0.06774,6442.0,0.6003,1509.0276580356042,3.9838226824883516
WASP-11 b,WASP-11,12.44199,0.0435,4800.0,0.0,1332.9079781293678,1.0
WASP-37 b,WASP-37,13.002,0.0446,5800.0,-0.021,1300.5509377353574,0.9527961640236519
WASP-90 b,WASP-90,18.27067,0.0562,6430.0,0.63014,1685.4335634208808,4.267170539581854
K2-26 b,K2-26,2.67,0.0962,3785.0,-1.3098,421.7035527921166,0.04900044227932357
Kepler-276 c,Kepler-276,2.9,0.18619,5693.0,-0.08948,611.9227786027544,0.8138043369905582
Kepler-305 b,Kepler-305,3.6,0.05746,5080.0,-0.42318,909.0064923878384,0.37741573277319085
Kepler-266 b,Kepler-266,2.48,0.071,5885.0,0.01163,1050.3235944039793,1.0271408459517388
Kepler-121 c,Kepler-121,2.27,0.216,5311.0,-0.47396,455.3317352109077,0.3357685382440642
Kepler-338 d,Kepler-338,3.0,0.257,5923.0,0.5857,768.2511769331317,3.8521217059810273
