pl_name,hostname,pl_rade,pl_orbsmax,st_teff,st_lum,teq_recalc,st_lum_linear,habitable
Kepler-350 b,Kepler-350,1.85,0.104,6186.0,0.42842,1103.146334505344,2.6817605635550223,0
Kepler-306 e,Kepler-306,2.27,0.227,4954.0,-0.4693,445.35554843982897,0.3393907487744292,0
Kepler-84 e,Kepler-84,2.6,0.181,6031.0,0.212,738.2534896078033,1.6292960326397223,0
Kepler-265 e,Kepler-265,2.59,0.319,5835.0,0.00548,493.7640361054832,1.012698111269176,0
Kepler-217 c,Kepler-217,1.85,0.089,6171.0,0.75356,1437.9367807317583,5.669698958984373,0
Kepler-220 d,Kepler-220,0.98,0.163,4632.0,-0.67594,466.6228412129499,0.2108919487802415,0
Kepler-351 b,Kepler-351,3.06,0.214,5643.0,-0.38644,481.09174974997,0.4107333808688016,0
Kepler-352 b,Kepler-352,0.86,0.085,5212.0,-0.43235,743.4432677593918,0.369530253547673,0
Kepler-84 d,Kepler-84,1.38,0.052,6031.0,0.212,1377.3462283302956,1.6292960326397223,0
Kepler-310 d,Kepler-310,2.47,0.392,5797.0,-0.23934,386.8715223220977,0.5763151017833975,0
Kepler-282 b,Kepler-282,1.01,0.082,5602.0,0.10587,1031.8233929127002,1.2760567818248958,0
Kepler-282 c,Kepler-282,1.2,0.106,5602.0,0.10587,907.526600063788,1.2760567818248958,0
Kepler-220 e,Kepler-220,1.33,0.226,4632.0,-0.67594,396.28312250101146,0.2108919487802415,0
Kepler-154 c,Kepler-154,2.95,0.303,5690.0,0.03322,514.7880793789557,1.0794934213489975,0
Kepler-353 b,Kepler-353,0.89,0.051,3903.0,-1.18709,621.5659392768542,0.0649994976198143,0
Kepler-85 e,Kepler-85,1.27,0.163,5436.0,-0.2123,609.3628779550492,0.6133381797926233,0
Kepler-55 e,Kepler-55,1.55,0.048,4503.0,-0.76324,817.7379952851173,0.1724884422203181,0
Kepler-310 b,Kepler-310,1.19,0.111,5797.0,-0.23934,727.0232614297616,0.5763151017833975,0
Kepler-286 e,Kepler-286,1.77,0.176,5580.0,-0.11623,619.7705874500837,0.7651912584490091,0
Kepler-368 c,Kepler-368,3.88,0.36,5502.0,0.56235,640.4438292560524,3.650480223583709,0
Kepler-356 b,Kepler-356,1.57,0.057,6133.0,0.46128,1518.543957722785,2.8925441734709563,0
Kepler-354 d,Kepler-354,1.24,0.146,4648.0,-0.71394,482.3734188481118,0.1932235246742165,0
Kepler-313 c,Kepler-313,2.57,0.208,5727.0,0.31196,729.4627649146148,2.05097326850709,0
Kepler-142 b,Kepler-142,1.99,0.032,5790.0,0.10706,1652.8551935834007,1.2795580694269082,0
Kepler-487 b,Kepler-487,11.42,0.11819,5444.0,-0.17269,732.1194244005886,0.6719082908583278,0
Kepler-506 b,Kepler-506,2.73,0.07437,6236.0,0.28755,1202.910747594654,1.938875844433876,0
Kepler-58 d,Kepler-58,2.94,0.236,6099.0,-0.00422,570.865496089674,0.9903301475304082,0
Kepler-299 e,Kepler-299,1.87,0.22,5617.0,-0.04352,578.0340946368882,0.9046487761631056,0
Kepler-372 b,Kepler-372,1.36,0.075,6509.0,0.32073,1220.9465842766044,2.092810954989586,0
Kepler-378 c,Kepler-378,0.7,0.166,4661.0,-0.65539,467.8894490239906,0.2211108224512858,0
Kepler-357 c,Kepler-357,2.67,0.12,5036.0,-0.55635,582.5948924518144,0.2777473985987831,0
Kepler-308 c,Kepler-308,2.16,0.123,5895.0,-0.11567,741.6085705851569,0.7661785689263962,0
Kepler-124 b,Kepler-124,0.73,0.039,4984.0,-0.46737,1075.6475500937793,0.3409023538972817,0
Kepler-235 b,Kepler-235,2.23,0.037,4255.0,-1.10237,766.2163833333225,0.0790005291083221,0
Kepler-392 c,Kepler-392,1.1,0.093,5938.0,0.19453,1019.6140742865958,1.565056425758829,0
Kepler-360 c,Kepler-360,2.1,0.075,6053.0,-0.13236,940.641562434845,0.7372928121547285,0
Kepler-363 b,Kepler-363,1.16,0.048,5593.0,0.36465,1565.2606854385049,2.3155278028885533,0
Kepler-319 d,Kepler-319,2.29,0.191,5526.0,-0.18116,573.1101661614873,0.6589310913356197,0
Kepler-319 b,Kepler-319,1.63,0.051,5526.0,-0.18116,1109.0974527852452,0.6589310913356197,0
Kepler-398 c,Kepler-398,1.01,0.087,4493.0,-0.81101,590.9254160038281,0.1545218859149676,0
Kepler-399 b,Kepler-399,0.96,0.103,5502.0,-0.418,680.9671838770572,0.3819442708400465,0
Kepler-379 b,Kepler-379,1.66,0.152,6054.0,0.27953,837.5398925997418,1.9033997152295292,0
Kepler-198 b,Kepler-198,2.82,0.131,5574.0,-0.1089,721.4133055917887,0.7782157212031626,0
Kepler-372 d,Kepler-372,1.69,0.201,6509.0,0.32073,745.8118289490077,2.092810954989586,0
Kepler-146 b,Kepler-146,3.71,0.2,5948.0,0.14794,676.8848566015228,1.4058532849036471,0
Kepler-250 b,Kepler-250,1.13,0.048,5160.0,-0.45709,975.3302120538089,0.3490679696993285,0
Kepler-390 c,Kepler-390,0.79,0.101,5166.0,-0.352,714.3056890054843,0.4446312674691087,0
Kepler-373 c,Kepler-373,1.24,0.126,5787.0,0.21244,885.0534989704145,1.630947569928591,0
Kepler-326 b,Kepler-326,1.52,0.032,5105.0,-0.15657,1420.1273998560048,0.6973165936677911,0
Kepler-325 c,Kepler-325,2.54,0.105,5752.0,-0.25468,740.9350615581675,0.556314013605573,0
Kepler-46 d,Kepler-46,1.64,0.067,5309.0,-0.255,927.37929310532,0.5559042572704036,0
Kepler-142 c,Kepler-142,2.86,0.057,5790.0,0.10706,1238.4325783274617,1.2795580694269082,0
Kepler-374 d,Kepler-374,1.31,0.056,5977.0,0.27435,1375.7460749082934,1.8808319776695408,0
Kepler-375 b,Kepler-375,1.45,0.101,5826.0,-0.16278,796.5061052369819,0.6874165755646032,0
Kepler-256 b,Kepler-256,1.59,0.027,5551.0,-0.0591,1635.2641426666985,0.8727703824424156,0
Kepler-327 d,Kepler-327,1.73,0.09,3799.0,-1.25964,448.7593819255457,0.0549996593976401,0
Kepler-403 c,Kepler-403,1.75,0.297,6090.0,0.64405,739.0589339919147,4.406055871794544,0
Kepler-209 c,Kepler-209,3.1,0.231,5513.0,-0.12879,537.0828761702599,0.7433785063807866,0
Kepler-246 c,Kepler-246,1.5,0.095,5206.0,-0.41338,710.9482561154304,0.3860290606311983,0
Kepler-250 d,Kepler-250,2.18,0.127,5160.0,-0.45709,599.6121652188169,0.3490679696993285,0
Kepler-376 b,Kepler-376,1.07,0.057,5900.0,0.35663,1429.7656800078546,2.273159972195652,0
Kepler-380 c,Kepler-380,1.27,0.078,6045.0,0.2776,1167.87804602936,1.8949597947435488,0
Kepler-130 d,Kepler-130,1.64,0.377,5884.0,0.19831,507.5181997785866,1.5787377728008176,0
Kepler-252 b,Kepler-252,1.23,0.058,4208.0,-0.78566,734.3714746673787,0.1638098452330231,0
Kepler-255 b,Kepler-255,1.55,0.063,5573.0,-0.18311,996.7747342892776,0.6559790960139684,0
Kepler-381 b,Kepler-381,0.99,0.066,6152.0,0.5139,1454.6142177232985,3.265126412019571,0
Kepler-383 c,Kepler-383,1.24,0.172,4710.0,-0.698,448.5187183356752,0.2004472027365161,0
Kepler-331 d,Kepler-331,1.64,0.159,4347.0,-0.78358,444.0697946693184,0.1645962740859398,0
